conv_pw_6,0.9832
conv_pw_4,0.9883
conv_pw_13,0.9246
conv_pw_11,0.9883
conv_pw_7,0.9765
conv_pw_3,0.6466
conv_pw_12,0.9631
conv_pw_8,0.9933
conv_pw_2,0.9129
conv_pw_10,0.9849
conv_pw_5,0.9514
conv_pw_9,0.9832
