block5_pool,0.9246
fc2,1.0000
block4_conv2,0.9598
block5_conv3,0.9682
block5_conv1,0.9497
block4_conv1,0.9531
block4_pool,0.9631
block5_conv2,0.9246
block2_pool,0.9665
block4_conv3,0.9816
block3_conv3,0.9765
block3_conv1,0.9581
block3_pool,0.9715
fc1,1.0000
block3_conv2,0.9615
